A0;A0_1;A0_7;A1;Residencia;CCAA;A14;A15;A16;A13_1;Factor
1;20151001037419;2;4;4;09;2;1;6;4;46.626722175
2;20151001037799;2;2;4;10;1;4;6;4;71.322980565
1;20151001035422;3;2;4;98;0;3;6;1;77.083365818
1;20151001026417;2;2;4;01;2;1;6;4;87.013462293
1;20151001032590;2;2;4;05;1;1;1;4;41.537836893
2;20151001025100;2;2;4;09;1;1;6;4;160.29395754
2;20151001037615;3;2;4;13;0;2;6;1;139.21820032
2;20151002023910;3;3;4;04;0;1;1;1;336.99290083
1;20151001027025;3;2;4;98;0;1;6;1;89.130417409
2;20151002027702;3;2;4;98;0;5;0;1;139.21820032
2;20151002009132;2;2;4;04;1;1;1;4;69.652084712
1;20151002012602;2;2;4;01;7;4;6;4;159.7239271
2;20151001039724;3;3;4;98;0;5;0;1;54.265112463
1;20151001035131;2;2;4;13;1;1;6;4;11.010752543
2;20151001027768;2;2;4;07;1;2;6;3;125.14009746
2;20151002029075;2;2;4;09;1;1;6;4;160.29395754
2;20151001023896;3;3;4;04;0;1;1;1;336.99290083
1;20151001042459;2;4;4;13;8;1;6;4;46.626722175
1;20151001030978;3;2;4;98;0;1;6;1;90.705091091
2;20151001039322;3;2;4;98;0;5;0;1;217.44988571
2;20151001039317;2;2;4;09;1;1;6;4;31.560455639
1;20151001022558;3;3;4;98;0;1;6;1;155.9881357
1;20151002022605;3;3;4;98;0;1;6;1;155.9881357
1;20151002022602;3;3;4;98;0;1;6;1;155.9881357
1;20151001026436;2;2;4;01;1;1;6;4;57.161648545
2;20151001039970;2;2;4;16;2;1;6;4;80.473620103
1;20151001022088;2;2;4;09;1;1;6;3;31.062555211
1;20151002034823;2;2;4;10;2;1;6;4;24.166040058
1;20151001026441;2;2;4;01;1;1;6;4;57.161648545
1;20151001026433;2;2;4;01;2;1;6;4;87.013462293
1;20151001040660;2;2;4;10;8;1;6;5;58.976622996
1;20151001017600;2;2;4;09;2;2;6;3;249.47851368
1;20151001034818;2;2;4;10;1;1;1;4;18.925629338
1;20151001030042;2;2;4;05;1;1;6;4;105.8367372
2;20151001038870;2;2;4;04;2;1;6;5;43.114097531
1;20151001032566;2;2;4;05;1;1;1;4;72.835293426
2;20151001040760;3;2;4;98;0;5;0;1;137.63770755
2;20151001037237;3;3;4;09;0;1;1;1;336.99290083
1;20151001026393;2;2;4;01;2;1;6;4;87.013462293
1;20151001026400;2;2;4;01;8;1;6;5;87.013462293
1;20151001026398;2;2;4;01;1;1;6;4;57.161648545
1;20151001031799;2;2;4;10;8;1;6;4;77.270710123
2;20151002028640;2;2;4;02;1;1;6;3;195.4607934
1;20151002027860;2;2;4;04;1;1;6;4;50.178618671
2;20151001037030;3;2;4;98;0;5;0;1;89.130417409
1;20151001022305;2;2;4;09;8;4;6;3;48.34517922
1;20151001033507;2;2;4;04;1;1;1;4;69.652084712
1;20151001038077;3;2;4;98;0;4;6;1;137.63770755
1;20151001038064;3;2;4;98;0;1;1;1;137.63770755
1;20151001038056;2;2;4;10;1;2;6;2;123.66768578
1;20151001038054;3;2;4;98;0;1;1;1;137.63770755
2;20151001040052;2;2;4;09;8;4;6;4;249.47851368
1;20151001038042;3;2;4;98;0;4;6;1;137.63770755
1;20151001026427;2;2;4;01;1;1;1;4;57.161648545
1;20151001026744;2;2;4;09;2;1;6;3;108.12549207
1;20151001026875;2;2;4;09;1;2;6;2;69.472367693
1;20151001037937;3;2;4;98;0;1;1;1;137.63770755
1;20151001041167;2;4;4;09;2;1;6;4;46.626722175
1;20151001041154;2;4;4;09;1;1;6;4;29.958418921
1;20151001037939;3;2;4;98;0;1;6;1;137.63770755
1;20151002022634;3;3;4;98;0;1;6;1;155.9881357
2;20151001041108;2;4;4;10;8;4;6;5;46.626722175
1;20151001032881;2;2;4;05;1;1;1;4;41.537836893
1;20151001035338;3;2;4;98;0;1;1;1;20.639692109
1;20151001033628;2;2;4;04;1;1;1;4;69.652084712
1;20151002026292;2;2;4;01;2;1;6;4;87.013462293
1;20151002026397;2;2;4;01;1;1;6;4;57.161648545
1;20151002026400;2;2;4;01;8;1;6;5;87.013462293
1;20151001034771;2;2;4;10;2;1;6;4;24.166040058
1;20151001032785;2;2;4;05;1;1;1;6;41.537836893
1;20151001035245;3;2;4;98;0;4;6;1;20.639692109
1;20151001035076;2;2;4;13;1;1;6;4;11.010752543
1;20151001037940;3;2;4;98;0;4;6;1;137.63770755
1;20151001037926;3;2;4;98;0;1;1;1;137.63770755
1;20151002026304;2;2;4;01;2;1;6;4;87.013462293
1;20151001026873;2;2;4;09;2;1;6;4;108.12549207
1;20151001034896;2;2;4;13;2;4;6;4;128.72564676
2;20151001040801;3;2;4;98;0;5;0;1;137.63770755
1;20151001026344;2;2;4;01;1;1;6;4;57.161648545
1;20151001026339;2;2;4;01;1;2;6;3;57.161648545
1;20151001024340;2;2;4;10;1;1;6;4;147.35257255
2;20151002017267;3;3;4;98;0;5;0;1;54.265112463
2;20151001040935;2;3;4;10;1;5;6;2;36.134678979
1;20151001034823;2;2;4;10;2;1;6;4;24.166040058
1;20151001022089;2;2;4;09;1;1;6;3;31.062555211
1;20151001022639;3;3;4;98;0;1;6;1;155.9881357
1;20151001034827;2;2;4;10;7;1;6;4;24.166040058
1;20151001033623;2;2;4;04;1;1;1;4;69.652084712
1;20151001030032;3;2;4;13;0;2;6;1;52.897182225
2;20151001027703;3;2;4;98;0;5;0;1;139.21820032
2;20151001023873;3;3;4;04;0;1;1;1;336.99290083
1;20151001026833;3;2;4;98;0;5;6;1;14.319490913
1;20151001034832;2;2;4;10;1;1;1;4;18.925629338
1;20151001034841;2;2;4;10;1;1;6;4;18.925629338
1;20151002011714;2;2;4;09;1;2;6;3;31.062555211
1;20151002034831;2;2;4;10;1;1;6;4;18.925629338
2;20151002020741;3;3;4;98;0;5;0;1;54.265112463
1;20151002017853;2;2;4;09;1;2;6;3;160.29395754
2;20151002020737;3;3;4;98;0;5;0;1;54.265112463
1;20151001022613;3;3;4;98;0;1;6;1;155.9881357
1;20151001022627;3;3;4;98;0;1;6;1;155.9881357
1;20151001022284;2;2;4;09;1;2;6;3;31.062555211
1;20151001020828;3;3;4;98;0;1;6;1;155.9881357
1;20151001035089;3;2;4;98;0;1;6;1;14.991881376
2;20151002013979;3;2;4;98;0;5;0;1;89.130417409
1;20151001028054;2;2;4;04;1;1;6;5;36.89565212
1;20151001026747;2;2;4;09;1;2;6;4;69.472367693
1;20151001022309;2;2;4;09;1;1;6;3;31.062555211
2;20151001019308;2;2;4;09;1;1;6;2;28.408535475
1;20151001020814;3;3;4;98;0;1;6;1;155.9881357
2;20151001019063;2;3;4;01;9;1;6;2;178.96393975
1;20151002010716;2;2;4;13;2;1;6;4;96.475253779
1;20151002034611;2;2;4;10;1;1;6;4;16.373907368
1;20151001018975;3;2;4;98;0;1;6;1;78.210581088
1;20151001032311;2;2;4;09;1;1;6;4;42.172884535
1;20151001027972;2;2;4;04;1;1;1;4;36.89565212
2;20151001041109;2;4;4;10;8;4;6;5;46.626722175
1;20151001022590;3;3;4;98;0;1;6;1;155.9881357
1;20151002026337;2;2;4;01;7;4;6;6;87.013462293
2;20151001039425;2;2;4;01;2;1;6;4;87.013462293
2;20151001027813;2;2;4;01;1;1;6;4;57.161648545
1;20151002034830;2;2;4;10;2;1;6;3;24.166040058
1;20151002026344;2;2;4;01;1;1;6;4;57.161648545
2;20151002005644;3;3;4;10;0;1;1;1;336.99290083
2;20151001037742;2;2;4;09;8;4;6;4;49.120102123
1;20151001041161;2;4;4;09;2;1;6;4;46.626722175
2;20151001037738;2;2;4;09;1;1;6;4;31.560455639
1;20151001026750;3;2;4;98;0;1;6;1;69.443014999
1;20151001026746;2;2;4;09;8;1;6;4;108.12549207
2;20151001029060;2;2;4;09;1;1;6;4;160.29395754
1;20151001022056;3;2;4;98;0;1;6;1;112.90754935
1;20151001026741;2;2;4;09;1;2;6;3;69.472367693
1;20151001026739;2;2;4;09;1;1;6;3;69.472367693
1;20151001034638;2;2;4;10;1;5;6;5;18.925629338
1;20151002032794;2;2;4;05;1;1;1;4;41.537836893
2;20151001027559;2;2;4;09;1;1;6;3;160.29395754
1;20151002032792;2;2;4;05;1;1;1;4;41.537836893
1;20151001022580;3;3;4;98;0;5;6;1;155.9881357
1;20151001034153;2;2;4;10;1;1;1;4;18.925629338
1;20151001034637;2;2;4;10;8;1;6;4;24.166040058
1;20151001022584;3;3;4;98;0;1;6;1;155.9881357
1;20151002028043;2;2;4;04;2;1;6;4;43.114097531
2;20151001037558;3;2;4;98;0;5;0;1;344.32174494
1;20151002020785;2;3;4;13;1;1;6;4;114.56512486
2;20151001031366;3;2;4;98;0;5;0;1;89.130417409
2;20151001027845;2;2;4;01;1;1;6;4;57.161648545
1;20151002005477;3;3;4;98;0;1;6;1;54.265112463
1;20151001027860;2;2;4;04;1;1;6;4;50.178618671
1;20151001041170;2;4;4;09;1;1;6;4;29.958418921
2;20151002020740;3;3;4;98;0;5;0;1;54.265112463
2;20151001032403;2;2;4;16;8;4;6;4;66.140071005
1;20151002030969;3;2;4;98;0;1;6;1;90.705091091
1;20151001033514;2;2;4;04;1;1;1;4;69.652084712
2;20151001037557;3;2;4;98;0;5;0;1;344.32174494
2;20151001037575;2;2;4;13;1;1;1;4;102.24848468
1;20151002018780;3;2;4;98;0;1;1;1;78.210581088
1;20151001034777;2;2;4;10;7;1;6;4;24.166040058
1;20151001017796;3;2;4;98;0;1;6;1;45.760547795
1;20151001020771;2;3;4;01;1;1;6;2;117.56656449
1;20151001035476;3;2;4;98;0;1;1;1;20.639692109
2;20151001039998;2;2;4;16;7;4;6;5;80.473620103
1;20151002007958;2;2;4;05;1;1;1;4;111.22443453
1;20151002026278;2;2;4;01;8;1;6;4;87.013462293
1;20151001032683;2;2;4;05;1;1;1;4;41.537836893
1;20151001032879;2;2;4;05;1;1;1;4;41.537836893
2;20151001040060;2;2;4;09;2;1;6;4;368.33142517
2;20151001017083;2;2;4;09;2;1;1;4;108.12549207
1;20151002033628;2;2;4;04;1;1;1;4;69.652084712
2;20151001020730;3;3;4;98;0;5;0;1;54.265112463
1;20151001020769;3;3;4;98;0;4;6;1;155.9881357
1;20151001020766;3;3;4;98;0;4;6;1;155.9881357
1;20151001041310;2;2;4;09;7;1;6;5;232.23298334
2;20151001040932;3;3;4;98;0;5;0;1;40.216604251
2;20151002025896;2;2;4;01;8;1;6;4;87.013462293
1;20151001041406;3;2;4;98;0;1;6;1;150.29776313
2;20151002021698;3;2;4;98;0;5;0;1;72.137356166
1;20151001032787;2;2;4;05;1;1;1;4;41.537836893
2;20151001030395;2;2;4;04;1;1;1;4;36.89565212
1;20151001034151;2;2;4;10;1;1;6;3;18.925629338
2;20151001027702;3;2;4;98;0;5;0;1;139.21820032
1;20151002027116;3;2;4;98;0;1;1;1;40.638525155
2;20151002020732;3;3;4;98;0;5;0;1;54.265112463
1;20151001024141;2;2;4;10;8;1;6;4;95.900505524
1;20151001035041;2;2;4;13;1;1;6;4;194.18882781
1;20151001022637;3;3;4;98;0;1;6;1;155.9881357
2;20151001040071;3;2;4;98;0;5;0;1;99.811025869
1;20151001041321;2;2;4;09;1;1;6;4;149.21342693
1;20151001041333;2;2;4;09;1;1;6;4;149.21342693
1;20151002022558;3;3;4;98;0;1;6;1;155.9881357
1;20151002014451;2;2;4;04;8;1;6;4;43.114097531
1;20151001038041;3;2;4;98;0;1;6;1;137.63770755
1;20151002032876;2;2;4;05;1;1;1;4;41.537836893
1;20151002010712;2;2;4;13;1;1;6;4;61.759366222
1;20151001034008;2;2;4;10;1;1;6;4;18.925629338
1;20151001020749;3;3;4;98;0;5;6;1;155.9881357
1;20151002031037;2;2;4;09;1;2;6;3;64.39186504
2;20151001037482;2;4;4;04;2;1;6;5;46.626722175
1;20151001020746;2;3;4;01;9;1;6;2;178.96393975
1;20151001032586;2;2;4;05;1;1;1;4;41.537836893
2;20151002007430;2;2;4;09;2;4;6;4;197.27808955
1;20151001022644;3;3;4;98;0;1;6;1;155.9881357
2;20151001037477;2;4;4;09;1;1;6;3;29.958418921
1;20151002011929;2;2;4;09;8;1;6;3;48.34517922
1;20151002035246;3;2;4;98;0;1;6;1;20.639692109
2;20151001017280;3;3;4;98;0;5;0;1;54.265112463
1;20151002026881;2;2;4;09;1;2;6;3;69.472367693
2;20151001020739;3;3;4;98;0;5;0;1;54.265112463
1;20151001035942;2;3;4;09;5;1;1;2;46.140188212
2;20151001020737;3;3;4;98;0;5;0;1;54.265112463
1;20151002018496;3;2;4;98;0;1;6;1;23.950752984
1;20151002035166;2;2;4;13;1;1;6;4;194.18882781
1;20151001042396;2;4;4;09;7;1;6;4;46.626722175
2;20151001026472;2;2;4;05;1;1;1;4;145.56200237
1;20151001035546;3;2;4;98;0;1;6;1;20.639692109
1;20151001035541;3;2;4;98;0;1;6;1;20.639692109
2;20151001020729;2;3;4;13;1;4;6;3;39.854886125
1;20151001032587;2;2;4;05;1;1;1;4;41.537836893
1;20151001032672;2;2;4;05;1;1;1;4;41.537836893
1;20151001037418;2;4;4;09;2;1;6;4;46.626722175
1;20151001024322;2;2;4;10;7;1;6;6;95.900505524
2;20151001020723;3;3;4;98;0;5;0;1;54.265112463
1;20151002026326;2;2;4;01;2;1;6;4;87.013462293
2;20151001029075;2;2;4;09;1;1;6;4;160.29395754
1;20151001026445;2;2;4;01;2;1;6;4;87.013462293
1;20151001026444;2;2;4;01;2;1;6;4;87.013462293
1;20151001020751;3;3;4;98;0;1;6;1;155.9881357
1;20151001018992;3;2;4;13;0;2;6;1;137.63770755
1;20151002032311;2;2;4;09;1;1;6;4;42.172884535
1;20151001028838;3;3;4;98;0;1;6;1;54.265112463
1;20151002032886;2;2;4;05;1;1;1;4;41.537836893
1;20151001026439;2;2;4;01;2;1;6;4;87.013462293
2;20151001017997;3;2;4;98;0;5;0;1;118.28668038
1;20151001026435;2;2;4;01;8;1;6;6;87.013462293
1;20151001026428;2;2;4;01;1;1;6;4;57.161648545
2;20151001019301;2;2;4;09;1;1;6;3;149.21342693
2;20151001037734;2;2;4;09;8;4;6;4;49.120102123
1;20151001026426;2;2;4;01;8;1;6;4;87.013462293
2;20151002031382;3;2;4;98;0;5;0;1;89.130417409
1;20151002011471;2;2;4;04;1;1;1;4;69.652084712
1;20151001041390;3;2;4;98;0;1;6;1;150.29776313
1;20151001017844;2;2;4;09;1;1;6;4;160.29395754
1;20151001026415;2;2;4;01;2;1;6;4;87.013462293
2;20151001037243;3;3;4;09;0;1;1;1;336.99290083
1;20151001014267;2;2;4;04;1;1;1;4;36.89565212
1;20151001026407;2;2;4;01;1;1;1;3;57.161648545
1;20151002028856;3;3;4;98;0;4;6;1;54.265112463
2;20151001040764;3;2;4;98;0;5;0;1;137.63770755
1;20151001026399;2;2;4;01;2;1;6;4;87.013462293
2;20151001040766;2;2;4;01;1;2;6;3;103.736046
1;20151001026397;2;2;4;01;1;1;6;4;57.161648545
2;20151001037202;3;3;4;09;0;1;1;1;336.99290083
2;20151002005717;2;2;4;10;8;4;6;4;249.47851368
2;20151001017266;3;3;4;98;0;5;0;1;54.265112463
1;20151002020792;2;3;4;11;1;4;6;2;140.21421379
2;20151001037771;2;2;4;10;2;1;6;5;91.071951935
1;20151002005438;3;3;4;98;0;2;6;1;54.265112463
2;20151001037012;3;2;4;98;0;5;0;1;40.638525155
1;20151001027975;2;2;4;04;1;1;1;4;36.89565212
2;20151001025154;2;2;4;09;1;1;6;3;291.72705514
1;20151002005459;3;3;4;98;0;4;6;1;54.265112463
2;20151002017266;3;3;4;98;0;5;0;1;54.265112463
2;20151002017277;3;3;4;98;0;5;0;1;54.265112463
1;20151002027293;3;2;4;98;0;1;6;1;89.130417409
1;20151001022766;2;4;4;09;1;1;6;4;29.958418921
1;20151001020844;2;3;4;01;9;1;6;2;178.96393975
2;20151001022529;3;3;4;98;0;5;0;1;54.265112463
2;20151002017276;3;3;4;98;0;5;0;1;54.265112463
1;20151001026348;2;2;4;01;1;1;6;4;57.161648545
1;20151001026346;2;2;4;01;1;1;6;3;57.161648545
1;20151001020838;3;3;4;98;0;1;6;1;155.9881357
1;20151001022612;3;3;4;98;0;1;6;1;155.9881357
1;20151001026341;2;2;4;01;1;1;6;4;57.161648545
2;20151001028716;2;2;4;09;1;1;1;4;69.472367693
1;20151001026340;2;2;4;01;2;1;6;4;87.013462293
1;20151001037927;3;2;4;98;0;1;6;1;137.63770755
1;20151001020834;3;3;4;98;0;1;6;1;155.9881357
1;20151001026337;2;2;4;01;7;4;6;6;87.013462293
2;20151001028622;2;2;4;10;8;1;6;4;91.071951935
1;20151002012001;3;3;4;98;0;1;6;1;54.265112463
1;20151001026335;2;2;4;01;1;1;6;5;57.161648545
1;20151001022299;2;2;4;09;1;1;1;3;31.062555211
1;20151001026330;2;2;4;01;1;1;1;4;57.161648545
1;20151001026326;2;2;4;01;2;1;6;4;87.013462293
2;20151001039475;2;2;4;10;1;1;6;4;71.322980565
1;20151001026325;2;2;4;01;8;4;6;5;87.013462293
1;20151001020829;3;3;4;98;0;1;6;1;155.9881357
1;20151001026322;2;2;4;01;1;1;6;4;57.161648545
1;20151001042412;2;4;4;05;1;1;6;4;30.895935448
1;20151001034783;2;2;4;10;2;1;6;5;24.166040058
1;20151002033511;2;2;4;04;1;1;1;4;69.652084712
1;20151001026315;2;2;4;01;8;1;6;4;87.013462293
1;20151001032783;2;2;4;05;1;1;1;5;41.537836893
1;20151002027969;2;2;4;04;8;1;6;5;43.114097531
1;20151001026306;2;2;4;01;1;1;6;4;57.161648545
1;20151001026301;2;2;4;01;9;2;6;5;87.013462293
1;20151001035324;3;2;4;98;0;1;6;1;20.639692109
2;20151002027555;2;2;4;09;1;4;6;4;160.29395754
1;20151002026447;2;2;4;01;2;1;6;4;87.013462293
1;20151001026295;2;2;4;01;1;1;6;4;57.161648545
1;20151002012617;2;2;4;05;8;1;6;5;159.7239271
1;20151001026293;2;2;4;01;1;1;6;4;57.161648545
1;20151002020831;3;3;4;98;0;1;6;1;155.9881357
1;20151001022616;3;3;4;98;0;1;6;1;155.9881357
1;20151001026291;2;2;4;01;1;1;6;4;57.161648545
2;20151001031382;3;2;4;98;0;5;0;1;89.130417409
1;20151001026289;2;2;4;01;2;1;6;5;87.013462293
2;20151002028749;3;2;4;98;0;5;0;1;40.638525155
1;20151001026288;2;2;4;01;1;1;6;4;57.161648545
1;20151001020816;3;3;4;98;0;1;6;1;155.9881357
1;20151001026287;2;2;4;01;1;1;6;4;57.161648545
1;20151001041307;2;2;4;09;1;1;6;4;149.21342693
2;20151002022945;2;2;4;10;1;1;6;5;215.54882498
1;20151001026285;2;2;4;01;2;1;6;4;87.013462293
1;20151002004398;3;3;4;98;0;4;6;1;54.265112463
1;20151001026283;2;2;4;01;1;1;6;4;57.161648545
1;20151001026281;2;2;4;01;2;1;6;4;87.013462293
1;20151001022843;2;4;4;09;1;1;6;3;29.958418921
1;20151001020805;3;3;4;98;0;1;6;1;155.9881357
1;20151001026278;2;2;4;01;8;1;6;4;87.013462293
1;20151002035961;2;3;4;09;5;1;1;2;46.140188212
1;20151002012752;2;2;4;10;8;4;6;4;60.688513843
1;20151001026275;2;2;4;01;1;1;6;4;57.161648545
1;20151001028842;3;3;4;98;0;4;6;1;54.265112463
2;20151001031388;3;2;4;98;0;5;0;1;183.89954955
1;20151001020803;2;3;4;01;9;1;6;3;178.96393975
1;20151001026273;2;2;4;01;1;1;6;4;57.161648545
1;20151001020802;2;3;4;01;1;1;6;3;117.56656449
1;20151001027310;3;2;4;98;0;1;6;1;89.130417409
1;20151001026881;2;2;4;09;1;2;6;3;69.472367693
1;20151001022631;3;3;4;98;0;1;6;1;155.9881357
1;20151001038074;3;2;4;98;0;1;1;1;137.63770755
1;20151002026285;2;2;4;01;2;1;6;4;87.013462293
1;20151001020798;3;3;4;98;0;1;6;1;155.9881357
1;20151001020795;3;3;4;98;0;1;6;1;155.9881357
1;20151001041145;2;4;4;09;2;1;6;4;46.626722175
1;20151001020792;2;3;4;11;1;4;6;2;140.21421379
1;20151001028232;2;2;4;04;1;1;6;4;36.89565212
1;20151001020789;2;3;4;14;9;1;6;3;178.96393975
1;20151001041134;2;4;4;13;1;2;6;4;29.848450227
1;20151001020788;3;3;4;98;0;5;6;1;155.9881357
1;20151001041197;2;4;4;09;1;2;6;3;29.958418921
1;20151002032378;2;2;4;09;1;1;1;4;42.172884535
1;20151001017930;2;2;4;09;1;2;6;4;31.560455639
1;20151001022635;3;3;4;98;0;1;6;1;155.9881357
1;20151001018496;3;2;4;98;0;1;6;1;23.950752984
1;20151001028215;2;2;4;04;1;1;6;4;36.89565212
1;20151001014268;2;2;4;04;1;1;1;4;36.89565212
1;20151001033517;2;2;4;04;1;1;1;4;69.652084712
2;20151002026472;2;2;4;05;1;1;1;4;145.56200237
1;20151001020772;2;3;4;01;9;1;6;2;178.96393975
1;20151001030054;2;2;4;13;1;2;6;3;102.24848468
1;20151001041316;2;2;4;09;7;1;6;4;232.23298334
1;20151001020776;2;3;4;14;1;4;6;2;140.21421379
1;20151001020770;3;3;4;98;0;4;6;1;155.9881357
1;20151002027310;3;2;4;98;0;1;6;1;89.130417409
1;20151001027217;3;2;4;98;0;1;6;1;40.638525155
2;20151001019074;3;3;4;98;0;5;0;1;155.9881357
1;20151001020773;2;3;4;01;1;1;6;2;117.56656449
1;20151001041313;2;2;4;09;2;1;6;4;232.23298334
1;20151001020765;2;3;4;01;1;5;6;2;117.56656449
1;20151001020764;3;3;4;98;0;1;6;1;155.9881357
1;20151001041308;2;2;4;09;1;1;6;4;149.21342693
1;20151001041317;2;2;4;09;1;1;1;4;149.21342693
2;20151001024770;2;2;4;05;2;1;6;5;136.46618684
2;20151001019064;2;3;4;16;9;1;6;3;178.96393975
1;20151001035163;2;2;4;13;1;1;6;4;194.18882781
1;20151002030803;2;2;4;12;8;4;6;4;80.473620103
1;20151001027301;3;2;4;98;0;1;1;1;89.130417409
1;20151002012037;3;3;4;98;0;1;6;1;54.265112463
1;20151001020758;3;3;4;98;0;4;6;1;155.9881357
1;20151001020757;3;3;4;98;0;5;6;1;155.9881357
1;20151001020756;2;3;4;01;1;1;6;3;117.56656449
2;20151002029042;2;2;4;09;1;1;6;4;93.701530382
1;20151002022575;3;3;4;98;0;5;6;1;155.9881357
1;20151002012900;2;2;4;01;1;5;6;4;57.161648545
2;20151001038280;3;3;4;01;0;5;1;1;277.64871078
1;20151001020748;2;3;4;01;9;1;6;2;178.96393975
1;20151001038051;3;2;4;98;0;1;6;1;137.63770755
2;20151001041880;2;2;4;04;1;1;6;4;69.652084712
2;20151002031370;3;2;4;98;0;5;0;1;89.130417409
1;20151001030899;3;2;4;98;0;1;6;1;23.950752984
1;20151001020745;2;3;4;01;1;4;6;2;117.56656449
1;20151001035965;2;3;4;09;5;1;1;2;46.140188212
2;20151001019099;3;3;4;98;0;5;0;1;155.9881357
2;20151001020741;3;3;4;98;0;5;0;1;54.265112463
1;20151002027878;2;2;4;04;2;1;6;4;58.635794058
1;20151001027239;3;2;4;98;0;1;6;1;58.929303371
1;20151001027296;3;2;4;98;0;1;1;1;89.130417409
2;20151001020740;3;3;4;98;0;5;0;1;54.265112463
1;20151002026283;2;2;4;01;1;1;6;4;57.161648545
1;20151001035946;2;3;4;09;5;1;1;2;46.140188212
1;20151001035945;2;3;4;09;5;1;1;2;46.140188212
1;20151001022559;3;3;4;98;0;1;6;1;155.9881357
1;20151001035941;3;3;4;98;0;1;1;1;40.216604251
1;20151001022647;3;3;4;98;0;1;6;1;155.9881357
2;20151001016594;3;2;4;98;0;5;0;1;344.32174494
1;20151002034789;2;2;4;10;8;1;6;4;24.166040058
1;20151002028842;3;3;4;98;0;4;6;1;54.265112463
1;20151002034025;2;2;4;10;1;2;6;3;18.925629338
1;20151002035487;3;2;4;98;0;1;6;1;20.639692109
1;20151002018480;3;2;4;98;0;1;6;1;23.950752984
2;20151001020734;3;3;4;98;0;5;0;1;54.265112463
2;20151002027813;2;2;4;01;1;1;6;4;57.161648545
2;20151002023870;3;3;4;04;0;1;1;1;336.99290083
1;20151001024319;2;2;4;10;1;2;6;3;75.104461323
2;20151001039502;2;2;4;10;1;1;1;4;71.322980565
1;20151001032871;2;2;4;05;1;1;1;4;41.537836893
2;20151001038872;2;2;4;04;2;1;6;4;43.114097531
1;20151001032872;2;2;4;05;1;1;1;4;41.537836893
2;20151001037598;3;2;4;98;0;5;0;1;344.32174494
1;20151001035534;3;2;4;98;0;1;6;1;20.639692109
1;20151001018993;3;2;4;98;0;1;6;1;137.63770755
1;20151001035487;3;2;4;98;0;1;6;1;20.639692109
1;20151001035485;3;2;4;98;0;1;6;1;20.639692109
2;20151001020724;3;3;4;98;0;5;0;1;54.265112463
1;20151002018985;3;2;4;98;0;1;6;1;78.210581088
1;20151001035474;3;2;4;98;0;1;6;1;20.639692109
2;20151001032922;2;2;4;07;1;4;6;4;149.73403034
1;20151001027988;2;2;4;04;1;1;6;4;36.89565212
1;20151002028172;2;2;4;04;1;1;1;4;36.89565212
2;20151001020720;3;3;4;98;0;5;0;1;54.265112463
1;20151001032873;2;2;4;05;1;1;1;4;41.537836893
1;20151001032882;2;2;4;05;1;1;1;4;41.537836893
1;20151002020846;3;3;4;98;0;1;6;1;155.9881357
1;20151001014451;2;2;4;04;8;1;6;4;43.114097531
1;20151007018975;3;2;4;98;0;1;6;1;78.210581088
1;20151002038074;3;2;4;98;0;1;1;1;137.63770755
1;20151004035430;3;2;4;98;0;1;1;1;77.083365818
1;20151003020795;3;3;4;98;0;1;6;1;155.9881357
1;20151007022573;3;3;4;98;0;5;6;1;155.9881357
1;20151007019027;2;2;4;13;8;3;1;4;157.91064039
1;20151046022580;3;3;4;98;0;5;6;1;155.9881357
1;20151007022101;2;2;4;09;1;4;6;3;31.062555211
1;20151003031037;2;2;4;09;1;2;6;3;64.39186504
2;20151004037472;2;4;4;09;1;1;6;4;29.958418921
1;20151004037926;3;2;4;98;0;1;1;1;137.63770755
1;20151008029247;2;2;4;01;1;2;1;4;57.161648545
1;20151004035476;3;2;4;98;0;1;1;1;20.639692109
1;20151004033485;2;2;4;04;1;1;1;4;83.050913339
1;20151003007958;2;2;4;05;1;1;1;4;111.22443453
1;20151004012889;2;2;4;01;2;1;6;3;87.013462293
1;20151027032585;2;2;4;05;1;1;1;4;41.537836893
2;20151004038791;3;2;4;98;0;5;0;1;139.21820032
1;20151003031300;2;2;4;09;1;1;6;4;64.39186504
1;20151014012874;2;2;4;01;1;1;1;4;57.161648545
1;20151004038054;3;2;4;98;0;1;1;1;137.63770755
1;20151015012874;2;2;4;01;1;1;1;4;57.161648545
1;20151003012619;3;2;4;98;0;1;6;1;139.21820032
2;20151003038872;2;2;4;04;2;1;6;4;43.114097531
1;20151004028172;2;2;4;04;1;1;1;4;36.89565212
1;20151007020766;3;3;4;98;0;4;6;1;155.9881357
2;20151014023868;3;3;4;04;0;1;6;1;336.99290083
1;20151003041311;2;2;4;09;8;1;6;4;232.23298334
1;20151003028050;2;2;4;04;8;1;6;4;43.114097531
1;20151007022612;3;3;4;98;0;1;6;1;155.9881357
1;20151021033628;2;2;4;04;1;1;1;4;69.652084712
1;20151003001962;3;3;4;98;0;1;6;1;40.216604251
1;20151003022580;3;3;4;98;0;5;6;1;155.9881357
1;20151004018496;3;2;4;98;0;1;6;1;23.950752984
2;20151002042219;3;3;4;09;0;1;1;1;336.99290083
1;20151004019027;2;2;4;13;8;3;1;4;157.91064039
1;20151003032680;2;2;4;05;1;1;1;4;41.537836893
1;20151004027972;2;2;4;04;1;1;1;4;36.89565212
1;20151010022612;3;3;4;98;0;1;6;1;155.9881357
1;20151003041307;2;2;4;09;1;1;6;4;149.21342693
